firstName,middleName,lastName,socialSecurityNumber,dob,street,city,state,zip,hireDate,phoneNumber,contactName,relation,emergencyPhoneNumber
Shavonda,Moses,Stoutenburg,923425220,February 24 1985,708 Yaupon Street,SANDY LAKE,PA,16145,September 15 1986,934439517,Susana Yarberry,friend,446812428
Erin,Willow,Kintner,259175882,June 17 1983,0 Mieth Road,WASHINGTON,DC,20503,June 21 1993,173379979,Jeromy Herek,parent,472744178
Lorilee,Sherri,Wackman,327759531,May 14 1983,485 Mixville Road,ATL,GA,31146,April 26 1990,433179089,Gearldine Slovak,child,619598753
Zora,Bryanna,Bottorff,287821001,December 23 1974,0 Highway 36,NEW DEAL,TX,79350,November 29 2016,624710339,Teddy Trageser,sibling,821403130
Jamie,Bridget,Mikola,347335118,February 6 1969,13856 Sycamore Road,TYRINGHAM,MA,1264,January 30 1990,901505399,Peggie Buffalo,extended family,589050888
Otelia,Conrad,Joshlin,106262224,August 6 1991,1036 South Fm 331,DALHART,VA,24333,December 15 1993,148056643,Elyse Hisle,spouse,611523947
Tamika,Dottie,Haubert,669811486,December 6 1951,3938 Gajewski Road,HAMLIN,IA,50117,February 21 2008,521506525,Sirena Leffler,child,384855098
Carey,Darnell,Woodruff,127248560,September 3 1953,114 East Obryant Street,BUTTE,MT,59750,April 21 1985,808440837,Vennie Sudderth,friend,719599700
Meghan,Miyoko,Burell,565132975,January 12 1973,9500 Highway 159 West,ALMONT,MI,48003,October 30 2016,505222283,Detra Cuningham,friend,489699933
Waldo,Hiram,Trojanowski,409938812,September 8 1987,5321 Shelby Road,LENZBURG,IL,62255,November 19 2001,598658506,Candis Tautolo,parent,454112198
Miranda,Zack,Penepent,936799161,July 4 1958,0 Fm 2187,RIDGEFIELD PK,NJ,7660,February 25 1987,807457501,Artie Stimmell,extended family,209429901
Ehtel,Emely,Waidelich,130805142,October 5 1972,0 Heron Lane,MARKS,MS,38609,December 18 2002,216706263,Dan Digrande,extended family,708948896
Tillie,Courtney,Burrer,117979761,September 29 1964, ,LOCHBUIE,CO,80603,December 3 1989,796803317,Huong Hissam,extended family,896115212
Leigh,Doreen,Gehl,518791195,December 8 1951,13315 Lake Road,IRVINGTON,VA,22480,November 16 2007,854009283,Shenna Stall,parent,682156489
Lenore,Adah,Migliore,673238697,October 15 1984,1059 Melnar Road,LOVEJOY,NC,27371,May 26 2003,871188211,Angela Rackley,parent,824904075
Tyler,Cole,Shilkuski,497429101,December 17 1971,0 Club Road,NEW HYDE PARK,NY,11041,July 23 1988,150572603,Felicia Windrow,spouse,227970177
Venice,Ayesha,Shoenberger,251566286,January 7 1995, ,BURTONSVILLE,MD,20866,September 9 2001,357065306,Lady Sowden,friend,157567617
Erna,Laure,Maile,898404512,December 23 1969,4739 Meadowlark  Lane,RANDOLPH,SD,57474,February 22 1991,731149136,Deedra Prejsnar,child,260861627
Renetta,Kanesha,Duncklee,264903321,January 25 1974, ,ST JOSEPH INDIAN SCHOOL,SD,57326,June 27 1996,341104424,Lisabeth Zeavala,spouse,601975214
Ricki,Wilmer,Wig,377613696,April 13 1962,0 Langberg Road (Off Of),LEWIS,WI,54837,January 9 1993,404637930,Johnny Fargnoli,friend,167670994
Emilio,Suellen,Lefurgy,409173745,September 25 1971,6106 Guyler Street,T V GUIDE,PA,19088,May 3 1991,934076422,Douglass Livley,sibling,147051643
Ellan,Jacque,Szymonik,811725076,July 18 1971, ,WEST BOUNTIFUL,UT,84087,January 11 1999,179871973,Alena Mordehay,spouse,941028123
Wilford,Rolf,Jennifer,133763552,July 22 1986,2872 Remmert Road,MOUNT ORAB,OH,45154,March 20 2009,641015765,Vicky Curey,friend,415214916
Billy,Divina,Klappholz,389722240,August 27 1964,111 East Chatham Street,ROSELAWN,IN,46372,September 11 2005,528340595,Vicky Wasem,friend,818464192
Jeanie,Randee,Rosentrater,818068176,November 1 1964,711 Old Columbus Road South,FISHER,WV,26818,September 25 1997,615679261,Shena Falknor,child,900454771
Santana,Jaye,Pinzone,647384374,September 24 1963,8671 Kloss Road,CITY INDUSTRY,CA,91732,November 10 2011,847766465,Claud Beerle,friend,477044201
Tosha,Shiela,Decosta,658791670,May 27 1982,755 Concordia Drive B,SARATOGA,CA,95070,October 13 1997,765181222,Nichelle Hasychak,friend,420107888
Tressie,Marylyn,Ortz,454113172,August 6 1978,923 South Oak Street,THOUSAND OAKS,CA,91320,March 21 1986,650310960,Charlott Tarner,friend,684123918
Kacey,Carola,Daskal,173669215,September 11 1950,2256 Coshatte Road,SUNDERLAND,MA,1375,April 26 1990,470308762,Ronnie Aslanian,extended family,195472761
Ruben,Lincoln,Markson,430333436,May 17 1987,2680 Peters San Felipe Road,MONROE,NY,10950,September 21 1991,801939390,Alecia Gallero,extended family,868005985
Benny,Joel,Canaday,711689733,May 10 1962,10898 Hahn Road,FRANKLINVILLE,NY,14737,May 20 2010,824675375,Cari Tonini,friend,832579227
Lavonda,Dewayne,Midura,702713266,July 30 1990,9307 Plum Creek Road,VALONA,GA,31319,October 11 2004,272502203,Jesusa Ruddy,friend,235823797
Pamela,Treena,Sward,238140245,December 4 1955,7920 Fm 1094,MIDWAY,WA,98032,November 17 1986,721263320,Maryrose Tirri,extended family,115018685
Chantay,Delfina,Keyworth,544935693,February 17 1993,0 West Austin Street,MONTCLAIR,CA,91710,March 4 2010,352681933,Lonnie Leneau,child,403847651
Milagros,Georgia,Ruest,857245145,April 16 1952,5579 Goldfinch Road,ROUND MOUNTAIN,NV,89045,February 9 1991,626180938,Christoper Emayo,child,559517927
Kittie,Almeta,Craigwell,478416195,November 22 1975, ,ELYSIAN FLDS,TX,75642,August 14 2003,448354647,Trang Muina,other,902445694
Vincenza,Rona,Brando,304129678,November 18 1961,4360 Northeast I-10 Frontage Road,WADLEY,GA,30477,December 25 1996,148200172,Chrissy Munsinger,other,559111769
Valencia,Hosea,Kulhanek,643342363,March 11 1962,0 Kamas Road,GLENARM,IL,62536,August 6 2009,155296478,Quentin Hano,friend,894945330
Reina,Charley,Seda,200537199,October 2 1966,1030 San Felipe Road,HARTSBURG,IL,62643,June 28 1992,608863526,Angel Sherling,child,533979954
Caridad,Rosetta,Frisina,392296218,June 8 1989,2534 Fm1094,PONTOON BEACH,IL,62040,November 4 1989,138643208,Kandace Crissman,extended family,988367030
Cheri,Linnea,Damario,830349449,January 25 1962,2711 Beckendorff Road,SHELLMAN BLF,GA,31331,September 27 2000,735115123,Noma Muldrew,other,785345784
Bradford,Ronald,Linscott,401525545,September 6 1988,235 South Holland Street,APO,AE,9391,June 29 1989,319133704,Sasha Parreno,friend,282115300
Adelle,Catalina,Schiefer,167612848,December 8 1962,890 High Oaks Drive,PENWELL,TX,79776,April 23 1998,776410565,Brittaney Fischels,spouse,760805149
Beverley,Philomena,Ritchlin,957115555,June 10 1990, ,CHAS HGTS,SC,29405,March 12 1999,689926522,Mitsuko Cavaluzzi,parent,676828967
Ramiro,Nelda,Whitcome,333509197,January 21 1972,0 Highway 36,GREENSBORO,NC,27429,February 22 1991,906429093,Allen Kellum,friend,271024657
Monroe,Vito,Listi,621769092,November 21 1950,5831 Highway 36 South,LAS VEGAS,NV,89195,May 19 2016,327596609,Jackqueline Bense,child,664259627
Paige,Danyelle,Pankey,582519077,July 5 1980,959 Frydek Road,DAYTONA BEACH,FL,32118,January 5 2007,219617253,Lauryn Bernot,parent,677308060
Merry,Vikki,Shugars,762967204,February 26 1976, ,MAGNOLIA,TX,77355,July 26 1992,603661285,Kristel Zonker,sibling,915757505
Kelly,Alva,Kyllonen,520831872,August 26 1967,6827 Highway 36n,PT WASHINGTON,FL,32459,February 14 1997,712042898,Shirleen Kaempfer,child,199916150
Rolande,Audrea,Limauro,463719488,July 2 1992,103 North 10th Street,ERSKINE,MN,56535,July 23 2003,969450364,Brandon Jessie,friend,543118752
Kathaleen,Madie,Gobrecht,351724147,June 11 1989,616 Kenney Hall Road,KNOX DALE,PA,15847,January 14 1996,230077668,Margareta Quezada,sibling,379503297
Selina,Karen,Churches,505132811,September 12 1975, ,CRESTED BUTTE,CO,81224,December 11 1989,259064638,William Alwazan,friend,393553883
Giuseppe,Emelina,Antos,268957893,June 8 1951,782 Maler Road,OLD DOMINION UNIVERSITY,VA,23529,December 2 1994,638334845,Monte Koegel,extended family,883313362
Reanna,Marin,Kenning,716273168,November 19 1955,2224 Klopsteck Road,ALBUQUERQUE,NM,87193,May 31 2010,500233486,Ruth Njie,parent,768673261
Giuseppe,Quinton,Coyco,586979051,January 14 1968,6210 Guyler Street,STORY CITY,IA,50248,November 22 2015,657590734,Tobi Sedivy,other,557002413
Yvonne,Buford,Herbin,215349318,December 2 1980,0 Stockold Road,SUMTER,SC,29154,March 30 2004,819701934,Donovan Kolander,child,694890387
Kaycee,Ashli,Mardini,698502669,December 13 1968,3811 Stokes Road,CITRUS RIDGE,FL,32968,June 25 2009,835063702,Numbers Basford,friend,828706156
Jermaine,Carmine,Cloyd,899628982,September 23 1967,0 Highway 90 West,EDISON,OH,43320,June 15 1994,192898416,Maranda Covel,sibling,474693274
Debroah,Saul,Alegria,689565846,July 22 1969,1829 Travis Road,SAINT PAUL ISLAND,AK,99591,April 14 1994,662815691,Etta Stchur,sibling,819269226
Kori,Eliz,Minecci,585665538,April 10 1978, ,APPLETON,IL,61428,July 28 1992,992546963,Nathanael Beichner,spouse,480942031
Delora,Brooke,Mcgranor,158863802,April 30 1953, ,WOOD RIVER JUNCTION,RI,2894,July 4 2014,458003273,Mitchel Nordmark,other,269853912
Reanna,Traci,Beilman,610758988,December 2 1997,5182 Settlement Drive,SAINT CLAIR,MN,56080,October 3 1989,199016223,Christy Kassem,parent,121766830
Miss,Lonna,Serge,282648034,October 30 1997,206 Briarwood Drive,ELK GROVE,CA,95758,June 24 2013,262513026,Stefan Loepp,child,382347127
Mohamed,Echo,Stoffey,708933580,October 16 1975,5568 Front Street,BENTON RIDGE,OH,45816,October 15 1995,318906090,Lamar Untalan,parent,464754179
Shanika,Lorene,Misty,425081834,January 31 1970,520 South Front Street,RICHMOND,LA,71282,May 16 1987,733872692,Penney Satterlund,sibling,269413332
Ashlee,Anya,Toye,996352544,October 17 1951,0 Kersten Road,COLD BAY,AK,99546,September 27 2011,325962329,Reta Harriss,sibling,714844997
Yael,Dahlia,Seymor,814083575,February 5 1981,0 New Bremen Road (Off Of),CROSS FORK,PA,17729,May 10 1999,257382541,Mariko Buehlman,extended family,118471989
Nikita,Roselyn,Brugliera,391718186,August 3 1969,507 Lakeview Drive,NEW HAVEN,CT,6521,October 25 2016,159117199,Evalyn Lykens,friend,850590878
Christa,Alison,Lamberty,117639847,September 16 1958,18270 Highway 159 West,LIONSHEAD LAKE,NJ,7470,August 15 2004,557740404,Dorris Pash,friend,399514084
Roy,Kiersten,Lawhead,954963940,April 29 1991,809 Anderson Street,HALLSVILLE,OH,45633,June 7 2014,441457086,Darrin Boast,friend,233923676
Trula,Glendora,Stoa,459580094,April 4 1970,3217 Austin Colony Road,EUREKA,IN,47635,August 26 1987,872060820,Mark Chatterjee,sibling,651160722
Nevada,Ebony,Che,624020420,April 7 1962,0 Frantz Road,PASKENTA,CA,96074,March 19 2015,287329068,Malia Breithaupt,friend,276127720
Melissia,Berry,Burbine,987044885,October 2 1975,425 2nd Street,ROCKAWAY BEAC,NY,11693,August 8 2005,233567316,Corrin Cione,friend,196787878
Lorene,Mauro,Sordia,934644465,November 11 1958,11261 Dierking Road,FPO,AP,96269,April 5 1993,944667178,Jacinta Chargualaf,friend,709939402
Robert,Fay,Franzi,935466795,June 21 1977,0 Beckendorff Road (Off Of),PLEASANTON,NM,88039,September 24 1987,123266357,Denise Minear,sibling,105415704
Georgine,Particia,Gjertsen,315700253,January 25 1970,0 Burleson Road,OMAHA,NE,68118,May 19 1987,238936379,Phillip Norstrand,friend,238248262
Gus,Louetta,Pezzica,157865610,January 20 1969,0 Fm 1094 @ Gosler Road,PINCKNEYVILLE,MS,39669,September 24 2016,165918513,Lakisha Grell,friend,276344962
Marylyn,Sylvia,Graeter,203766390,May 27 1983,600 Westview Terrace Circle,ST COLUMBANS,NE,68056,September 9 2008,892780962,Tanner Aumen,parent,893287722
Rosetta,Bridget,Sigafus,481626548,July 7 1989,515 Live Oak Street,N CONWAY,NH,3860,May 31 1997,565381112,Paulina Aber,child,196611541
Elena,Harrison,Skubis,231845928,March 15 1967,8695 Hillboldt Road,CHARLOTTE,NC,28243,February 25 1991,551389737,Nada Ribiero,sibling,396971869
Edmundo,Hyman,Chidester,901608066,April 28 1987,10096 Kulow Road,NEW CAMBRIA,MO,63558,June 15 1990,405111111,Melani Tappin,child,674055423
Selma,Odell,Aramini,231045751,March 23 1950,21023 Highway 159 West,IMMOKALEE,FL,34142,November 6 1985,643552508,Kia Bassford,extended family,499580693
Sharleen,Deeanna,Easdon,998276899,March 10 1990,1445 Sempronius Road,MALAD,ID,83252,September 21 2010,842933410,Sarita Anspach,child,862431069
Adella,Eura,Littlehale,278576596,October 19 1978,506 Pecan Grove Lane,GOSHEN,NH,3752,March 4 1986,309119864,Daniele Bergeson,extended family,137685986
Adrianne,Andrea,Dennard,304393256,July 30 1963,503 Hardeman Street,ST CLAIRSVILLE,PA,16667,November 22 2016,139178660,Harry Sober,extended family,368230791
Marianna,Billie,Unzueta,215948181,February 7 1967,0 Fm 2187,SHORELINE,WA,98177,June 8 1991,367766387,Hermila Denty,parent,776341440
Mila,Narcisa,Tobert,315307666,May 22 1961, ,WHEELER,KS,67756,October 29 2007,606497674,Debbra Lare,sibling,609893711
Gaynelle,Kasey,Gadapee,306877258,June 9 1989,15700 Fm 1094,SAINT LOUIS,MO,63167,November 7 2002,345209914,Belkis Kelsoe,child,429374944
Cecil,Gay,Beller,413857278,July 4 1954,1116 North Meyer Street,DEARBORN,MO,64439,September 4 1989,414021379,Reynaldo Bel,extended family,410414952
Jody,Jan,Kottre,662711605,November 30 1993,5660 Mixville Road,WEST HELENA,AR,72390,June 26 2007,400907514,Candyce Vangorden,spouse,215290852
Jewel,Marvin,Bukhari,539777567,July 18 1983,7578 Warmke Road,BAYLISS,CA,95943,August 11 1987,222452020,Melonie Friedel,sibling,664069417
Trevor,Stephenie,Wenske,115054192,November 1 1972,210 Elizabeth Lane,SACRAMENTO,CA,95811,December 31 2012,166218663,Brian Rengers,spouse,245932103
Troy,Tyrell,Kitt,790026875,June 10 1985,7620 Anita Lane,KENDALL,FL,33156,December 12 1997,647974484,Vivienne Kolda,extended family,970481314
Sharee,Lera,Chatman,190145768,May 26 1987,0 Fm 2187 @ Hahn Road,CATATONK,NY,13827,June 14 2015,140526877,Marcelle Janeway,friend,537713716
Merissa,Laurette,Septer,965941784,July 10 1964,764 4th Street,TULSA,OK,74187,July 30 2000,427836154,Delta Hellriegel,friend,666498078
Adalberto,Rocio,Landquist,740261656,March 17 1973,623 South Holland Street,BLOOMINGTON,IN,47402,September 23 1996,352202742,Latashia Sisler,friend,918911706
Shaun,Jesse,Vanschaick,547130238,October 8 1974,507 Piney Creek Road,AMMA,WV,25005,December 3 1989,288765059,Matha Yeend,spouse,373596817
Sheree,Shanna,Leverett,115169851,November 29 1968,202 Dawson Street,LGHTHSE POINT,FL,33064,July 8 2000,454876375,Bernie Neja,parent,805098442
Jolyn,Alan,Whitledge,342827086,April 9 1989,1415 Mockingbird Bend,METAMORA,MI,48455,December 4 1991,849227134,Ricki Hustace,sibling,879634135
Johanna,Cathleen,Aske,436289389,February 10 1961,243 Avenue G,RANCHO SANTA MARGARITA,CA,92688,January 23 1995,841504846,Alix Yellen,sibling,463221259
Kurt,Haley,Larrabee,557384799,September 29 1969,120 Lazy Lane,FARMERSVILLE,NY,14060,June 21 1995,139441432,Rocco Snyders,child,575851351
Jaclyn,Agueda,Swingler,140724343,February 13 1962,0 Aztec Lane,ZOOKS DAM,PA,17059,June 14 2012,749342801,Darrell Parrales,sibling,753826694
Quinton,Scottie,Bellar,476890438,October 27 1967, ,DELTA,WI,54856,April 14 2008,619101753,Kenyatta Larbie,extended family,608812641
Ellen,Monica,Swimm,838413359,February 19 1962,0 Kulow Road (Off Of),ISABEL,KS,67065,April 29 1998,139269875,Nelly Loma,sibling,562274896
Charisse,Matilda,Hanemann,893761172,April 4 1975,1103 Fowlkes Street,RENO,IN,46121,January 7 2009,155347242,Jenifer Schwaller,spouse,291464753
Lourdes,Carlita,Domeier,918244630,June 7 1950, ,LAGUNA BEACH,CA,92654,August 4 1987,840043428,Vernice Cardino,parent,721146032
Forest,Charissa,Pretty,901691560,September 17 1981,0 Kuykendall Road,NEW HAVEN,CT,6536,November 17 1995,284579937,Carter Bendt,other,255283517
Bonny,Carter,Storman,816600649,August 6 1964,0 North Curry @ Main Street,TALMAGE,PA,17580,April 1 2006,689920317,Loan Mckennon,parent,416022422
Shonna,Ciara,Ramm,616553940,December 16 1969,1562 Fm 1094,BROCKPORT,NY,14420,April 1 2010,186575572,Lenny Craiger,friend,547471464
Stasia,Aaron,Delli,241309678,July 15 1952,0 Southwest I-10 Frontage Road,MEYERS,MS,39401,June 26 1991,308652128,Tegan Schlesser,sibling,819991199
Nanette,Carolee,Dimuccio,872779688,December 24 1989,0 Wright Street,CHARLESTON,WV,25334,February 21 2000,811744228,Zofia Oertel,friend,362786423
Dudley,Emeline,Foppiano,515722917,July 17 1976,305 West Granville,BLOOMFIELD,MI,48303,April 2 2016,626966657,Krysta Makin,extended family,344038884
Jo,Renate,Hasbrouck,558297397,February 18 1971,2871 River Road,VINCENT,IA,50594,December 11 1999,209576737,Corrina Ruple,sibling,301646490
Roscoe,Herb,Cumby,660379572,June 1 1968,16952 Fm 1094,NALCREST,FL,33856,June 10 1998,659107378,Gale Alger,extended family,632425927
Ranae,Chin,Staines,144138935,March 14 1992, ,FPO,AE,9859,April 18 2014,843906665,Olin Fellers,child,115939548
Alaina,Dean,Degear,475670469,April 9 1997,612 Westview Terrace Circle,STIRLING,NJ,7980,June 10 2016,858548229,Darrick Mayher,spouse,296503252
Tony,Maximo,Dietz,133146037,December 27 1967,9214 Rocky Road,GENERAL MAIL FACILITY,LA,70826,May 2 1998,357706930,Christena Mari,sibling,116174580
Willodean,Keely,Porell,588711598,November 21 1979,0 Wesley Church Lane,BROWNFIELD,IL,62938,September 1 2014,765310455,Cherish Toulmin,friend,625560066
Jamar,Beula,Tunison,252556522,June 29 1976,2956 Centerhill Circle,EL RITO,CO,81153,April 22 1991,274244306,Linda Beahan,parent,291391673
Lucius,Pei,Asma,915373086,January 14 1981,306 West Street,FPO,AP,96544,September 23 1997,763994595,Xiao Bacik,spouse,958414866
Lakeesha,Corina,Headington,590297238,November 1 1958,7414 Highway 60,MIDWEST,WY,82643,July 19 2013,523492934,Nelle Bridgewater,parent,433177459
Mathilde,Fatima,Redenius,296595395,September 4 1983, ,EMIGSVILLE,PA,17318,May 22 2011,389254090,Esther Mcelmeel,extended family,549753241
Marline,Rene,Voltz,278172626,April 7 1954,0 Highway 36 South,SCANDINAVIA,NE,68969,August 16 2005,542151367,Dan Diehm,sibling,852236931
Corene,Sean,Southwell,552721337,March 29 1950,0 Coody Lane  (Off Of),MELLOW VALLEY,AL,36255,February 7 1995,865466489,Marvin Salizar,child,736790828
Ernestine,Tesha,Mcgrane,346364596,April 28 1986,160 Columbus Road,MOULTRIE,GA,31768,August 8 2005,765251173,Rubin Burrola,friend,148702785
Elnora,Margery,Coote,764973741,March 5 1982,405 Gebhardt Road,BLUE CREEK,WV,25026,January 23 1988,861228930,Mitzie Meullion,friend,756748450
Troy,Jetta,Knaust,263239719,March 2 1957,7994 Highway 36 North,FREDERICKSBURG,VA,22402,May 28 2006,258456076,Samira Filson,child,712618471
Roy,Gracia,Stuard,517245849,March 26 1954,0 Fm 2187,ELLISTON,VA,24087,April 22 2002,299380795,Tracy Gryder,parent,796856726
Archie,Sherwood,Sakamaki,168818641,November 16 1966, ,WEST HARTFRD,CT,6119,February 24 2005,907438493,Bobbie Linderleaf,spouse,729141495
Tyesha,Lynn,Javellana,690315480,December 17 1969,0 Newsom Road (Off Of),AKELEY,MN,56433,August 22 2015,947837165,Rocco Carlon,sibling,975086135
Marcos,Carola,Metott,556764610,May 17 1971,745 Ives Creek Road,WELLS FARGO BANK,CO,80281,July 25 2015,807326449,Glennis Mcloy,child,882746872
Marcelle,Kasey,Sohn,994149980,June 26 1975,0 Lynn Road,LAKE LINCOLN,IN,47552,October 21 1988,344842699,Gladys Guzzio,extended family,561387769
Larry,Ernest,Altman,141692425,September 1 1997,864 San Felipe Road,LOUISVILLE,GA,30434,October 31 2004,477724194,Sebrina Late,sibling,158278288
Leanna,Hang,Kubly,600283987,July 12 1959,0 Ives Creek Road (Off Of),PALMETTO,GA,30268,May 2 1998,689499764,Myra Strathy,parent,801731131
Fredric,Paula,Oldenburg,910224887,April 29 1954,1116 Miller Road,RICHMOND,VA,23229,February 12 2014,162239663,Charley Struchen,other,234736156
Rosio,Apryl,Dollyhigh,116904903,September 21 1988,902 Meyer Street,LILY,WI,54491,August 12 2011,970703302,Kazuko Fanzo,sibling,207377236
Ione,Terrell,Kliever,625707762,May 18 1955,508 East Hellmuth Street,FILBERT,WV,24830,February 15 2008,374262138,Curtis Toyama,other,544293625
Cristopher,Camie,Maio,354294506,September 3 1978,2520 Fm 1094,AKRON,OH,44325,March 7 2010,666975748,Anisa Weinberger,sibling,112302195
Margarette,Shenika,Rademacher,678947125,December 7 1994,812 Fowlkes Street,SEAVIEW,VA,23429,December 19 2009,189815996,Penny Hollowell,extended family,506709784
Leatha,Kandice,Heishman,601104082,August 19 1993,0 Highway 159 West,LANGSVILLE,OH,45741,November 2 1989,739130005,Elvis Weinfurter,friend,486103169
Joella,Carolann,Beamon,627808712,March 11 1981,0 Highway 159 West,PRAIRIE,MS,39756,January 23 2010,904004278,Shandra Entwisle,parent,254023735
